Address,district,beat,grid,crimedescr,ucr_ncic_code
3520 16TH AVE,6,6A        ,1061,11352(A)HS SALE/TRANS CNTL SUB,3532
6560 KENBRIDGE ST,5,5C        ,1661,10851 VC AUTO THEFT LOCATE,2404
1601 ARDEN WAY,2,2C        ,618,666 PC PETTY THEFT W/PRI CONV,2399
5770 FREEPORT BLVD,4,4C        ,985,1551(A) FUGITIVE FROM JUSTICE,4902
MARYSVILLE BLVD / GRAND AVE,2,2A        ,506,10851(A)VC TAKE VEH W/O OWNER,2404
1701 SUTTERVILLE RD,4,4A        ,945,459 PC  BURGLARY VEHICLE,2299
372 FLORIN RD,4,4C        ,1259,484G(B) PC ACCESS CARD FRAUD,2605
4640 NATOMAS BLVD,1,1A        ,145,484 PC   PETTY THEFT/INSIDE,2308
TRUXEL RD / SAN JUAN RD,1,1B        ,404,TRAFFIC-ACCIDENT INJURY,5400
5770 FREEPORT BLVD,4,4C        ,985,1551(A) FUGITIVE FROM JUSTICE,4902
4120 MARTIN LUTHER KING JR BLVD,6,6A        ,1061,459 PC  BURGLARY BUSINESS,2203
THORNTON AVE / N 16TH ST,3,3A        ,707,TRAFFIC-ACCIDENT INJURY,5400
1209 21ST ST,3,3B        ,747,647(F) PC DIP - DISORDERLY,5311
1930 9TH ST,3,3A        ,773,TRAFFIC-ACCIDENT-NON INJURY,5400
1701 SUTTERVILLE RD,4,4A        ,945,459 PC  BURGLARY VEHICLE,2299
2540 SEAMIST DR,1,1B        ,444,10851(A)VC TAKE VEH W/O OWNER,2404
3008 D ST,3,3C        ,811,484 PETTY THEFT/LICENSE PLATE,2399
1701 SUTTERVILLE RD,4,4A        ,945,459 PC  BURGLARY VEHICLE,2299
1689 ARDEN WAY,2,2C        ,619,459 PC  BURGLARY VEHICLE,2299
DIXIEANNE AVE / EMPRESS ST,2,2C        ,603,653.22(A) LOITER PROSTITUTION,4099
3160 FOLSOM BLVD,3,3C        ,851,5150 WI DANGER SELF/OTHERS,7000
43RD AVE / S LAND PARK DR,4,4C        ,1247,TRAFFIC-ACCIDENT INJURY,5400
5953 RIVERSIDE BLVD,4,4C        ,1251,HARASSMENT - I RPT,7000
8206 LAKE FOREST DR,3,3C        ,1103,594(B)(2)(A) VANDALISM/ -$400,2999
6335 MCMAHON DR,6,6B        ,1402,487(A) GRAND THEFT-INSIDE,2308
2751 WILMINGTON AVE,4,4B        ,958,487(A) PC GRAND THEFT,2303
4050 FLORIN RD,5,5B        ,1369,POSSIBLE STOLEN PROPERTY-I RPT,7000
25TH ST / FLORIN RD,4,5A        ,1356,23222(B)POSSESS MARIJ IN VEH,5499
SERRA WAY / 32ND ST,3,3C        ,861,211 PC  ROBBERY UNSPECIFIED,1299
1701 SUTTERVILLE RD,4,4A        ,945,459 PC  BURGLARY VEHICLE,2299
2637 51ST AVE,4,4B        ,1336,TOWED/STORED VEHICLE,7000
37TH ST / 3RD AVE,6,6A        ,1014,11352(A)HS SALE/TRANS CNTL SUB,3532
3453 RAMONA AVE,6,6C        ,1113,10851(A)VC TAKE VEH W/O OWNER,2404
2625 KIT CARSON ST,4,4A        ,903,11350(A)HS POSS CNTRL SUBST,3532
25 CREEKS EDGE WAY,5,5B        ,1602,11550(A)HS UNDER INFL NARCOTIC,3599
1370 35TH AVE,4,4C        ,1227,5150 WI DANGER SELF/OTHERS,7000
360 MOREY AVE,2,2B        ,521,5150 WI DANGER SELF/OTHERS,7000
FREEPORT BLVD / 14TH AVE,4,4A        ,947,459 PC  BURGLARY VEHICLE,2299
3800 44TH ST,6,6A        ,1053,459 PC  BURGLARY RESIDENCE,2204
5700 MACK RD,5,5C        ,1623,BURGLARY - I RPT,7000
209 NIMITZ ST,2,2A        ,236,HAZARDOUS SITUATION - I RPT,7000
3900 MARTIN LUTHER KING JR BLVD,6,6A        ,1051,11378 HS POSS/SALE AMPHETAMINE,3571
65TH ST / 21ST AVE,6,6B        ,1068,FOUND PROPERTY - I RPT,7000
3500 LARCHWOOD DR,1,1C        ,406,10851 VC AUTO THEFT LOCATE,2404
ARCADE BLVD / COLFAX ST,2,2B        ,541,243(E)1 BATTERY NONCOHAB SPOUS,1315
ARENA BLVD / I 5 NB,1,1A        ,325,TRAFFIC - I RPT,7000
3644 J ST,3,3C        ,843,ROBBERY - I RPT,7000
2925 CAMARILLO DR,1,1C        ,428,10851(A)VC TAKE VEH W/O OWNER,2404
3171 RIVERSIDE BLVD,4,4A        ,934,459 PC  BURGLARY BUSINESS,2203
2703 CONNIE DR,2,2C        ,568,10851 VC AUTO THEFT LOCATE,2404
2200 O ST,3,3B        ,767,647(F) PC DIP - DISORDERLY,5311
4641 BARBEE WAY,5,5B        ,1603,PETTY THEFT - I RPT,7000
5625 24TH ST,4,4B        ,978,20002(A) HIT/RUN,5401
216 26TH ST,3,3B        ,718,243(E)1 BATTERY NONCOHAB SPOUS,1315
1725 K ST,3,3M        ,746,11377(A)HS POSS AMPHETAMINES,3572
2419 DEL PASO BLVD,2,2B        ,563,211 PC ROBBERY- BUSINESS,1299
8315 FOLSOM BLVD,3,3C        ,1117,10851 VC AUTO THEFT LOCATE,2404
2330 CASHAW WAY,1,1A        ,348,10851(A)VC TAKE VEH W/O OWNER,2404
P ST / 26TH ST,3,3B        ,768,10851(A)VC TAKE VEH W/O OWNER,2404
2555 VENTURE OAKS WAY,1,1B        ,442,10851(A)VC TAKE VEH W/O OWNER,2404
7399 PATERO CIR,5,5B        ,1369,243(E)1 BATTERY NONCOHAB SPOUS,1315
5330 STOCKTON BLVD,6,6B        ,1084,484 PETTY THEFT-SHOPLIFT,2303
1ST AVE / ALHAMBRA BLVD,6,6A        ,1011,11352(A)HS SALE/TRANS CNTL SUB,3532
6879 14TH AVE,6,6C        ,1121,459 PC  BURGLARY VEHICLE,2299
12TH ST / N B ST,3,3A        ,709,TRAFFIC-ACCIDENT-NON INJURY,5400
HELENA AVE / ELLEN ST,2,2B        ,564,10851 VC AUTO THEFT LOCATE,2404
1901 PEBBLEWOOD DR,1,1B        ,411,ROBBERY - I RPT,7000
12TH AVE / 34TH ST,6,6A        ,1041,11352(A)HS SALE/TRANS CNTL SUB,3532
3641 FAR NIENTE WAY,1,1A        ,333,487(A) PC GRAND THEFT,2303
1531 WATERWHEEL DR,1,1B        ,444,594(B)(2)(A) VANDALISM/ -$400,2999
1ST AVE / 37TH ST,6,6A        ,1014,TOWED/STORED VEHICLE,7000
1711 P ST,3,3B        ,766,HARASSMENT - I RPT,7000
3134 PALMER ST,2,2B        ,546,TOWED/STORED VEH-14602.6,7000
ALHAMBRA BLVD / STOCKTON BLVD,3,3C        ,851,TRAFFIC-ACCIDENT-NON INJURY,5400
700 KESNER AVE,2,2A        ,512,10851(A)VC TAKE VEH W/O OWNER,2404
5445 48TH ST,6,6B        ,1084,10851(A)VC TAKE VEH W/O OWNER,2404
5710 71ST ST,6,6C        ,1403,10851(A)VC TAKE VEH W/O OWNER,2404
2330 MOSSY BANK DR,1,1B        ,444,MISSING PERSON,7000
2523 NORTHVIEW DR,1,1C        ,438,487(A) GRAND THEFT-INSIDE,2308
4445 VALVERDE WAY,5,5B        ,1618,10851(A)VC TAKE VEH W/O OWNER,2404
8020 RUSH RIVER DR,4,4C        ,1294,459 PC  BURGLARY VEHICLE,2299
5300 T ST,6,6B        ,1006,459 PC  BURGLARY VEHICLE,2299
1735 ARDEN WAY,2,2C        ,620,242 PC  BATTERY CIVILIAN,1313
3937 HIGH ST,2,2A        ,505,ASSAULT WITH WEAPON - I RPT,7000
8580 YOUNGER CREEK DR,6,6C        ,1427,PERSON INFORMATION - I RPT,7000
LEE DR / ALTOS AVE,2,2B        ,543,11364 HS POSS DRUG PARAPH,3599
8TH AVE / SAN JOSE WAY,6,6A        ,1032,11352(A)HS SALE/TRANS CNTL SUB,3532
53 ARCADE BLVD,2,2B        ,541,10851(A)VC TAKE VEH W/O OWNER,2404
1224 ISABEL ST,3,3A        ,709,BATTERY - I RPT,7000
2217 W ST,3,3B        ,787,594(B)(2)(A) VANDALISM/ -$400,2999
5640 40TH AVE,6,6B        ,1401,459 PC  BURGLARY RESIDENCE,2204
JACKSON RD / FLORIN PERKINS RD,3,6C        ,1126,TRAFFIC-ACCIDENT-NON INJURY,5400
NORTHGATE BLVD / PATIO AVE,1,1C        ,409,TOWED/STORED VEHICLE,7000
3174 CRAIGMONT ST,2,2B        ,537,MISCELLANEOUS I RPT (ZMISC),7000
262 W EL CAMINO AVE,1,1C        ,449,594(B)(1)PC  VANDALISM +$400,2999
723 56TH ST,3,3C        ,825,530.5 PC USE PERSONAL ID INFO,2604
6943 TRANQUILITY DR,5,5B        ,1358,1708 US   THEFT OF MAIL,2310
6106 MCLAREN AVE,4,4C        ,1311,594(B)(1)PC  VANDALISM +$400,2999
6205 RIVERSIDE BLVD,4,4C        ,1265,530.5 PC USE PERSONAL ID INFO,2604
5955 LAGUNA RANCH CIR,5,5C        ,1651,10851(A)VC TAKE VEH W/O OWNER,2404
2557 20TH ST,4,4A        ,907,484 PC  PETTY THEFT/ OUTSIDE,2309
2318 ANITA AVE,4,4B        ,968,459 PC  BURGLARY VEHICLE,2299
6304 MCMAHON DR,6,6B        ,1402,484G(B) PC ACCESS CARD FRAUD,2605
3222 19TH AVE,6,6A        ,1061,TOWED/STORED VEHICLE,7000
7456 FRANKLIN BLVD,5,5B        ,1602,11364 HS POSS DRUG PARAPH,3599
ARCADE BLVD / BRANCH ST,2,2B        ,544,11377(A)HS POSS AMPHETAMINES,3572
5755 MUSKINGHAM WAY,5,5C        ,1661,459 PC  BURGLARY VEHICLE,2299
117 HARTNELL PL,3,3C        ,876,459 PC  BURGLARY RESIDENCE,2204
1501 16TH ST,3,3B        ,766,459 PC  BURGLARY VEHICLE,2299
2560 W EL CAMINO AVE,1,1B        ,440,211 PC ROBBERY- BUSINESS,1299
2331 NORTHVIEW DR,1,1C        ,447,ACCIDENTAL FIRES/ARSON -I RPT,7000
SHINING STAR DR / LA FRESA CT,5,5B        ,1602,23152(A) VC DUI-ALCOHOL/DRUGS,5404
5210 71ST ST,6,6C        ,1152,459 PC  BURGLARY VEHICLE,2299
34TH AVE / 59TH ST,6,6B        ,1401,11377(A)HS POSS AMPHETAMINES,3572
6001 RIZA AVE,6,6C        ,1441,459 PC  BURGLARY RESIDENCE,2204
1700 WENTWORTH AVE,4,4A        ,965,594(B)(2)(A) VANDALISM/ -$400,2999
2231 NORTHVIEW DR,1,1C        ,447,TOWED/STORED VEHICLE,7000
STOCKTON BLVD / MACK RD,5,5C        ,1607,245(A)(1)AWDW/NO FIREARM/CIVIL,1315
STOCKTON BLVD / ELDER CREEK RD,6,6C        ,1421,485 PC PT OF FOUND PROPERTY,2399
FREEPORT BLVD / 35TH AVE,4,4C        ,1302,TOWED/STORED VEH-14602.6,7000
114 TINKER WAY,2,2A        ,236,10851(A)VC TAKE VEH W/O OWNER,2404
4925 15TH AVE,6,6B        ,1064,NEIGHBORHOOD DISTURBANCE-I RPT,7000
2025 EDISON AVE,2,2C        ,558,HIT AND RUN /SUSPECTS- I RPT,7000
ROSEVILLE RD / MARCONI AVE,2,2C        ,557,20002(A) HIT/RUN,5401
7580 CENTER PKWY,5,5B        ,1603,459 PC  BURGLARY VEHICLE,2299
1710 AUBURN BLVD,2,2C        ,567,10851 VC AUTO THEFT LOCATE,2404
SAN JUAN RD / EL CENTRO RD,1,          ,343,TOWED/STORED VEHICLE,7000
3291 TRUXEL RD,1,1B        ,412,484 PC  PETTY THEFT/ OUTSIDE,2309
3661 TRUXEL RD,1,1A        ,337,LOST PROPERTY - I RPT,7000
6613 COUGAR DR,6,6C        ,1443,459 PC  BURGLARY RESIDENCE,2204
200 BICENTENNIAL CIR,3,3C        ,1102,487(A) GRAND THEFT-INSIDE,2308
7909 34TH AVE,6,6C        ,1405,290(A)(1)(D) FAIL TO REG-5 DAY,3699
2515 28TH ST,4,4A        ,908,TOWED/STORED VEHICLE,7000
MARCONI AVE / ROSEVILLE RD,2,2C        ,557,TRAFFIC-ACCIDENT-NON INJURY,5400
NORWOOD AVE / I 80 EB,2,2A        ,511,TOWED/STORED VEH-14602.6,7000
I ST / 5TH ST,3,3M        ,732,TRAFFIC-ACCIDENT INJURY,5400
2861 TAFT ST,2,2B        ,564,TOWED/STORED VEH-14602.6,7000
2410 E ST,3,3B        ,728,LOST PROPERTY - I RPT,7000
FRUITRIDGE RD / FRANKLIN BLVD,4,4B        ,969,FOUND PROPERTY - I RPT,7000
4500 TYNEBOURNE ST,1,1A        ,304,CHILD CUSTODY - I RPT,7000
936 JOHNFER WAY,4,4C        ,1253,484G(B) PC ACCESS CARD FRAUD,2605
1650 EL CAMINO AVE,2,2C        ,605,484G(B) PC ACCESS CARD FRAUD,2605
3017 NOTRE DAME DR,3,3C        ,1115,594(B)(2)(A) VANDALISM/ -$400,2999
8200 CENTER PKWY,5,5B        ,1633,459 PC  BURGLARY VEHICLE,2299
6860 STEAMBOAT WAY,4,4C        ,1264,530.5 PC USE PERSONAL ID INFO,2604
1 SHOAL CT,4,4C        ,1262,594(B)(2)(A) VANDALISM/ -$400,2999
707 MCCLATCHY WAY,4,4A        ,903,594(B)(2)(A) VANDALISM/ -$400,2999
MORELL ST / RIVERMONT CT,1,1C        ,447,10851 VC AUTO THEFT LOCATE,2404
200 COOKINGHAM WAY,2,2B        ,531,SUSP PERS-NO CRIME - I RPT,7000
324 T ST,3,3A        ,782,5150 WI DANGER SELF/OTHERS,7000
1011 12TH ST,3,3M        ,744,245(A)(1)AWDW/NO FIREARM/CIVIL,1315
5201 JACINTO AVE,5,5C        ,1644,459 PC  BURGLARY RESIDENCE,2204
DEL PASO BLVD / ELEANOR AVE,2,2B        ,564,TOWED/STORED VEHICLE,7000
FRANKLIN BLVD / SUTTERVILLE RD,4,4B        ,937,TOWED/STORED VEHICLE,7000
5399 FRUITRIDGE RD,6,6B        ,1084,484G(B) PC ACCESS CARD FRAUD,2605
2820 CONNIE DR,2,2C        ,567,484G(B) PC ACCESS CARD FRAUD,2605
134 FOUNTAIN OAKS CIR,4,4C        ,1296,459 PC  BURGLARY VEHICLE,2299
4315 BURGESS DR,2,2A        ,233,459 PC  BURGLARY RESIDENCE,2204
914 12TH ST,3,3M        ,734,290(A)(1)(D) FAIL TO REG-5 DAY,3699
1701 SUTTERVILLE RD,4,4A        ,945,459 PC  BURGLARY VEHICLE,2299
2015 4TH ST,3,3A        ,782,211 PC  ROBBERY UNSPECIFIED,1299
ELDER CREEK RD / 65TH STREET EXPY,6,6C        ,1422,TRAFFIC-ACCIDENT INJURY,5400
19TH ST / 14TH AVE,4,4A        ,945,TOWED/STORED VEHICLE,7000
53RD ST / H ST,3,3C        ,825,TOWED/STORED VEHICLE,7000
CELEBRITY ST / CAPRICE CT,5,5A        ,1501,TOWED/STORED VEHICLE,7000
1735 ARDEN WAY,2,2C        ,620,10851(A)VC TAKE VEH W/O OWNER,2404
2518 X ST,4,4A        ,908,459 PC  BURGLARY RESIDENCE,2204
204 RIVER ACRES DR,4,4C        ,1254,459 PC  BURGLARY RESIDENCE,2204
8326 HOLLY JILL WAY,5,5C        ,1642,459 PC  BURGLARY RESIDENCE,2204
1217 RIVERA DR,2,2B        ,525,10851(A)VC TAKE VEH W/O OWNER,2404
5351 47TH AVE,6,6B        ,1421,530.5 PC USE PERSONAL ID INFO,2604
GINGHAMTON WAY / SANTA ANA AVE,2,2A        ,213,11357(B)HS POSS -28.5GR MARIJ,3562
DIXIEANNE AVE / OAKMONT ST,2,2C        ,603,TOWED/STORED VEH-14602.6,7000
6879 14TH AVE,6,6C        ,1121,GANG ACTIVITY - I RPT,7000
MARYSVILLE BLVD / ROANOKE AVE,2,2A        ,516,TOWED/STORED VEH-14602.6,7000
ARCADE BLVD / MARYSVILLE BLVD,2,2B        ,537,NARCOTICS SUSP/EVID/ACT- I RPT,7000
MARYSVILLE BLVD / MAIN AVE,2,2A        ,214,10851(A)VC TAKE VEH W/O OWNER,2404
700 16TH ST,3,3A        ,725,459 PC  BURGLARY VEHICLE,2299
1656 LOS ROBLES BLVD,2,2B        ,526,ELDER ABUSE/PHYS/MENTAL-I RPT,7000
BIDWELL WAY / 17TH ST,4,4A        ,926,308(B) PC MINOR POSS TOBACCO,5599
MARYSVILLE BLVD / ARCADE BLVD,2,2B        ,537,TOWED/STORED VEHICLE,7000
6879 14TH AVE,6,6C        ,1121,GANG ACTIVITY - I RPT,7000
2250 68TH AVE,5,5A        ,1384,THREATS - I RPT,7000
8270 BELVEDERE AVE,6,6C        ,1134,459 PC  BURGLARY BUSINESS,2203
1555 WOODLAND OAKS WAY,1,1C        ,425,10851 VC AUTO THEFT LOCATE,2404
8588 UNSWORTH AVE,6,6C        ,1411,10851 VC AUTO THEFT LOCATE,2404
SOUTH AVE / MARYSVILLE BLVD,2,2B        ,516,TOWED/STORED VEHICLE,7000
5770 FREEPORT BLVD,4,4C        ,985,1551(A) FUGITIVE FROM JUSTICE,4902
3555 AUBURN BLVD,2,2A        ,509,MISSING PERSON,7000
FOWLER AVE / STOCKTON BLVD,6,6C        ,1441,484G(B) PC ACCESS CARD FRAUD,2605
29TH ST / P ST,3,3B        ,768,459 PC  BURGLARY VEHICLE,2299
2250 JOHN STILL DR,5,5A        ,1523,JUVENILE DISURBANCE - I RPT,7000
4451 GATEWAY PARK BLVD,1,1A        ,306,ASSAULT WITH WEAPON - I RPT,7000
DEL PASO BLVD / ELEANOR AVE,2,2B        ,564,TOWED/STORED VEH-14602.6,7000
414 K ST,3,3M        ,742,484 PETTY THEFT-SHOPLIFT,2303
8588 UNSWORTH AVE,6,6C        ,1411,10851 VC AUTO THEFT LOCATE,2404
WINTERHAVEN AVE / NORTHGATE BLVD,1,1C        ,419,10851 VC AUTO THEFT LOCATE,2404
2989 MARYSVILLE BLVD,2,2B        ,553,TOWED/STORED VEHICLE,7000
3324 41ST ST,6,6A        ,1042,10851(A)VC TAKE VEH W/O OWNER,2404
FRUITRIDGE RD / HWY 99 NB,6,6A        ,1081,484 PC PETTY THEFT,2399
4400 WINDSONG ST,1,1A        ,303,459 PC  BURGLARY VEHICLE,2299
1600 VALLEJO WAY,4,4A        ,925,GANG ACTIVITY - I RPT,7000
7427 RIO MONDEGO DR,4,4C        ,1286,459 PC  BURGLARY RESIDENCE,2204
1840 50TH ST,6,6B        ,1006,594(B)(2)(A) VANDALISM/ -$400,2999
MARYSVILLE BLVD / ARCADE BLVD,2,2B        ,537,TOWED/STORED VEH-14602.6,7000
1118 7TH ST,3,3M        ,742,242 PC  BATTERY CIVILIAN,1313
1247 BLUMENFELD DR,2,2C        ,615,487(A) PC GRAND THEFT,2303
3555 AUBURN BLVD,2,2A        ,509,MISSING PERSON,7000
7293 FARM DALE WAY,4,4C        ,1289,23110(B) VC THROW AT VEH W/INT,5499
LOS ROBLES BLVD / MARYSVILLE BLVD,2,2B        ,526,TOWED/STORED VEHICLE,7000
8400 FOLSOM BLVD,3,3C        ,1115,CASUALTY REPORT,7000
3700 2ND AVE,6,6A        ,1014,374.3(A) PC ILLEGAL DUMPING,7399
MARYSVILLE BLVD / SONOMA AVE,2,2B        ,546,TOWED/STORED VEH-14602.6,7000
DEL PASO BLVD / ELEANOR AVE,2,2B        ,564,TOWED/STORED VEH-14602.6,7000
5761 FLORIN PERKINS RD,6,6C        ,1411,10851 VC AUTO THEFT LOCATE,2404
3315 NORTHGATE BLVD,1,1C        ,408,10851(A)VC TAKE VEH W/O OWNER,2404
1 PARK CENTER DR,3,3C        ,876,459 PC  BURGLARY BUSINESS,2203
VALLEY HI DR / HALKEEP WAY,5,5B        ,1621,211 PC  ROBBERY UNSPECIFIED,1299
2500 NEW MARKET DR,1,1A        ,144,242 PC  BATTERY CIVILIAN,1313
3066 FREEPORT BLVD,4,4A        ,925,GANG ACTIVITY - I RPT,7000
1525 15TH ST,3,3A        ,765,10851 VC AUTO THEFT LOCATE,2404
4007 BROADWAY,6,6A        ,1014,TOWED/STORED VEHICLE,7000
4000 TRUXEL RD,1,1A        ,327,FRAUD OR BUNCO - I RPT,7000
2215 DEL PASO BLVD,2,2C        ,602,TOWED/STORED VEH-14602.6,7000
FREEPORT BLVD / 35TH AVE,4,4C        ,1302,TOWED/STORED VEH-14602.6,7000
RALEY BLVD / YOUNGS AVE,2,2A        ,236,TOWED/STORED VEH-14602.6,7000
TAFT ST / DEL PASO BLVD,2,2B        ,546,TOWED/STORED VEH-14602.6,7000
6231 63RD ST,6,6B        ,1421,10851 VC AUTO THEFT LOCATE,2404
3261 NORWOOD AVE,2,2B        ,531,THREATS - I RPT,7000
NATOMAS BLVD / DEL PASO RD,1,1A        ,145,BATTERY - I RPT,7000
BRANCH ST / ELEANOR AVE,2,2B        ,553,TOWED/STORED VEH-14602.6,7000
1040 FLORIN RD,4,4C        ,1287,666 PC PETTY THEFT W/PRI CONV,2399
POCKET RD / BLACKWATER WAY,4,4C        ,1294,TOWED/STORED VEHICLE,7000
4561 78TH ST,6,6C        ,1132,487(A) PC GRAND THEFT,2303
2241 DEL PASO RD,1,1A        ,126,BATTERY - I RPT,7000
12TH ST / D ST,3,3A        ,715,3056 PAROLE VIO - I RPT,7000
14TH AVE / 18TH ST,4,4A        ,945,TRAFFIC-ACCIDENT-NON INJURY,5400
5770 FREEPORT BLVD,4,4C        ,985,529 PC FALSE PERSONATION,2604
EHRHARDT AVE / CENTER PKWY,5,5C        ,1645,20001(A) VC HIT/RUN INJ/DEATH,5401
730 DIXIEANNE AVE,2,2C        ,603,11366 HS MAINTN PLACE TO SELL,3599
113 K ST,3,3M        ,741,484 PETTY THEFT-SHOPLIFT,2303
911 K ST,3,3M        ,744,CASUALTY REPORT,7000
2117 17TH ST,3,3A        ,785,10851 VC AUTO THEFT LOCATE,2404
1523 LOS ROBLES BLVD,2,2B        ,525,243(E)1 BATTERY NONCOHAB SPOUS,1315
CAMINO ROYALE DR / PEGLER WAY,5,5B        ,1631,TOWED/STORED VEHICLE,7000
2441 RIO LINDA BLVD,2,2B        ,563,TOWED/STORED VEH-14602.6,7000
CAMINO ROYALE DR / PEGLER WAY,5,5B        ,1631,TOWED/STORED VEHICLE,7000
1720 CHARM WAY,1,1A        ,106,PERSON INFORMATION - I RPT,7000
57TH ST / H ST,3,3C        ,825,TRAFFIC-ACCIDENT INJURY,5400
WILLOWWICK WAY / 68TH AVE,5,5A        ,1383,10851 VC AUTO THEFT LOCATE,2404
3433 TAYLOR ST,2,2B        ,522,459 PC  BURGLARY RESIDENCE,2204
LEXINGTON ST / EL CAMINO AVE,2,2B        ,564,TOWED/STORED VEH-14602.6,7000
H ST / 57TH ST,3,3C        ,825,TOWED/STORED VEH-14602.6,7000
2538 SAN FERNANDO WAY,4,4A        ,908,TOWED/STORED VEHICLE,7000
2198 MARICOPA WAY,1,1B        ,410,ACCIDENTAL FIRES/ARSON -I RPT,7000
555 SEQUOIA PACIFIC BLVD,3,3A        ,701,SAFEKEEPING - I RPT,7000
6600 BRUCEVILLE RD,5,5C        ,1624,211 PC  ROBBERY UNSPECIFIED,1299
FREEPORT BLVD / FLORIN RD,4,5A        ,1351,TRAFFIC-ACCIDENT-NON INJURY,5400
N 11TH ST / N D ST,3,3A        ,705,11350(A)HS POSS CNTRL SUBST,3532
MACK RD / TANGERINE AVE,5,5B        ,1604,243(D) PC BATT/CIVILIAN W/INJ,1315
415 12TH ST,3,3A        ,715,308(B) PC MINOR POSS TOBACCO,5599
1 SHOAL CT,4,4C        ,1262,10851(A)VC TAKE VEH W/O OWNER,2404
1748 SOUTH AVE,2,2B        ,526,245(A)(1)AWDW/NO FIREARM/CIVIL,1315
2901 TRUXEL RD,1,1B        ,424,BATTERY - I RPT,7000
4200 NORWOOD AVE,2,2A        ,233,484 PC  PETTY THEFT/ OUTSIDE,2309
N 16TH ST / 12TH ST,3,3A        ,707,TRAFFIC-ACCIDENT INJURY,5400
6309 GREENHAVEN DR,4,4C        ,1253,TRAFFIC-ACCIDENT-NON INJURY,5400
950 FLORIN RD,4,4C        ,1287,FRAUD OR BUNCO - I RPT,7000
TRACTION AVE / EL CAMINO AVE,2,2C        ,551,TOWED/STORED VEH-14602.6,7000
7300 WYNDHAM DR,5,5C        ,1639,10851(A)VC TAKE VEH W/O OWNER,2404
1633 71ST AVE,5,5A        ,1501,653M(A) PC OBSCENE/THREAT CALL,5309
24TH ST / W ST,3,3B        ,787,TRAFFIC-ACCIDENT INJURY,5400
1632 41ST ST,3,3C        ,853,NEIGHBORHOOD DISTURBANCE-I RPT,7000
1695 ARDEN WAY,2,2C        ,616,484 PC PETTY THEFT,2399
545 K ST,3,3M        ,742,459 PC  BURGLARY VEHICLE,2299
EL CAMINO AVE / LEXINGTON ST,2,2B        ,564,TOWED/STORED VEH-14602.6,7000
2620 SAN FERNANDO WAY,4,4A        ,908,10851 VC AUTO THEFT LOCATE,2404
5301 57TH ST,6,6B        ,1086,475(C) PASS FORGED NOTE,2506
19TH AVE / FRANKLIN BLVD,4,4B        ,958,TOWED/STORED VEHICLE,7000
5145 MACK RD,5,5B        ,1604,MISSING PERSON,7000
4424 ARLINGTON AVE,4,4B        ,958,BURGLARY - I RPT,7000
4417 11TH AVE,6,6A        ,1034,MISSING PERSON,7000
1919 19TH ST,3,3B        ,776,594(B)(2)(A)VANDALISM GRAF-400,2999
25 LA FRESA CT,5,5B        ,1602,MISSING PERSON,7000
4630 MARION CT,4,4A        ,956,594(B)(2)(A) VANDALISM/ -$400,2999
5303 FRANKLIN BLVD,5,5A        ,1365,532 PC FRAUD OBTAIN MONEY ETC,2699
LA FRESA CT / LA PERA CT,5,5B        ,1602,11364 HS POSS DRUG PARAPH,3599
4600 BROADWAY,6,6B        ,1035,MISCELLANEOUS I RPT (ZMISC),7000
EL CAMINO AVE / CLAY ST,2,2C        ,564,TOWED/STORED VEH-14602.6,7000
2335 FLORIN RD,4,4B        ,1354,211 PC  ROBBERY UNSPECIFIED,1299
ACACIA AVE / RIO LINDA BLVD,2,2B        ,544,IMPOUNDED VEHICLE,7000
3118 SANTA CRUZ WAY,6,6A        ,1032,496(A) RECEIVE STOLEN PROPERTY,2803
7000 CRANLEIGH AVE,5,5C        ,1654,211 PC  ROBBERY UNSPECIFIED,1299
AUBURN BLVD / AUBURN BLVD OFF,2,2A        ,509,TRAFFIC - I RPT,7000
EL CAMINO AVE / EVERGREEN ST,2,2C        ,564,20002(A) HIT/RUN,5401
AHERN ST / N 12TH ST,3,3A        ,709,TRAFFIC-ACCIDENT-NON INJURY,5400
EL CAMINO AVE / CONNIE DR,2,2C        ,568,TOWED/STORED VEH-14602.6,7000
715 L ST,3,3M        ,742,487(C) PC  GRAND THEFT-PERSON,2301
5579 MACK RD,5,5C        ,1606,487(A) GRAND THEFT-INSIDE,2308
2331 K ST,3,3B        ,747,594.3(A)VANDAL/PLACE OF WORSHI,2999
13TH ST / E ST,3,3A        ,715,NARCOTICS SUSP/EVID/ACT- I RPT,7000
3125 SANTA CRUZ WAY,6,6A        ,1032,10851 VC AUTO THEFT LOCATE,2404
VALLEY HI DR / GRANDSTAFF DR,5,5C        ,1637,20002(A) HIT/RUN,5401
407 FLORIN RD,4,4C        ,1262,242 PC  BATTERY CIVILIAN,1313
875 RANCHO ROBLE WAY,1,1C        ,405,10851(A)VC TAKE VEH W/O OWNER,2404
1148 WEBER WAY,4,4A        ,1204,459 PC  BURGLARY RESIDENCE,2204
EL CAMINO AVE / DEL PASO BLVD,2,2C        ,563,TOWED/STORED VEH-14602.6,7000
662 ALAMOS AVE,2,2B        ,543,FOUND PROPERTY - I RPT,7000
BROADWAY / 32ND ST,6,6A        ,1012,653.22(A) LOITER PROSTITUTION,4099
8001 BRUCEVILLE RD,5,5C        ,1639,THREATS - I RPT,7000
